"code";"abbreviation";"description";"explanation"
"3604";"VF_SEGMENT_5_SUCTION_TOT";"SEGMENT 5 SUCTION TIMEOUT  Warning";"Meaning: Vacuum Timeout trying suck IP at IP-stage Segment 5. <newline/>Reason 1: Rubber seal of segment 5 damaged, polluted or bad mounted.<newline/>Cure: Replace rubber seal of segment 5.<newline/>Reason 2: IP is polluted on the reverse.<newline/>Cure: Cleaning.<newline/>Reason 3: IP is twisted.<newline/>Cure: Replace IP."
"3605";"VF_SEGMENT_6_SUCTION_TOT";"SEGMENT 6 SUCTION TIMEOUT  Warning";"Meaning: Vacuum Timeout trying suck IP at IP-stage Segment 6. <newline/>Reason 1: Rubber seal of segment 6 damaged, polluted or bad mounted.<newline/>Cure: Replace rubber seal of segment 6.<newline/>Reason 2: IP is polluted on the reverse.<newline/>Cure: Cleaning.<newline/>Reason 3: IP is twisted.<newline/>Cure: Replace IP."
"3606";"VF_SEGMENT_7_SUCTION_TOT";"SEGMENT 7 SUCTION TIMEOUT Warning";"Meaning: Vacuum Timeout trying suck IP at IP-stage Segment 7. <newline/>Reason 1: Rubber seal of segment 7 damaged, polluted or bad mounted.<newline/>Cure: Replace rubber seal of segment 7.<newline/>Reason 2: IP is polluted on the reverse.<newline/>Cure: Cleaning.<newline/>Reason 3: IP is twisted.<newline/>Cure: Replace IP."
"3607";"VF_SEGMENT_8_SUCTION_TOT";"SEGMENT 8 SUCTION TIMEOUT  Warning";"Meaning: Vacuum Timeout trying suck IP at IP-stage Segment 8. <newline/>Reason 1: Rubber seal of segment 8 damaged, polluted or bad mounted.<newline/>Cure: Replace rubber seal of segment 8.<newline/>Reason 2: IP is polluted on the reverse.<newline/>Cure: Cleaning.<newline/>Reason 3: IP is twisted.<newline/>Cure: Replace IP."
"3608";"VF_SEGMENT_9_SUCTION_TOT";"SEGMENT 9 SUCTION TIMEOUT  Warning";"Meaning: Vacuum Timeout trying suck IP at IP-stage Segment 9. <newline/>Reason 1: Rubber seal of segment 9 damaged, polluted or bad mounted.<newline/>Cure: Replace rubber seal of segment 9.<newline/>Reason 2: IP is polluted on the reverse.<newline/>Cure: Cleaning.<newline/>Reason 3: IP is twisted.<newline/>Cure: Replace IP."
"3609";"VF_SEGMENT_10_SUCTION_TOT";"SEGMENT 10 SUCTION TIMEOUT  Warning";"Meaning: Vacuum Timeout trying suck IP at IP-stage Segment 10. <newline/>Reason 1: Rubber seal of segment 10 damaged, polluted or bad mounted.<newline/>Cure: Replace rubber seal of segment 10.<newline/>Reason 2: IP is polluted on the reverse.<newline/>Cure: Cleaning.<newline/>Reason 3: IP is twisted.<newline/>Cure: Replace IP."
"3610";"VF_SEGMENT_11_SUCTION_TOT";"SEGMENT 11 SUCTION TIMEOUT  Warning";"Meaning: Vacuum Timeout trying suck IP at IP-stage Segment 11. <newline/>Reason 1: Rubber seal of segment 11 damaged, polluted or bad mounted.<newline/>Cure: Replace rubber seal of segment 11.<newline/>Reason 2: IP is polluted on the reverse.<newline/>Cure: Cleaning.<newline/>Reason 3: IP is twisted.<newline/>Cure: Replace IP."
"3611";"VF_SEGMENT_12_SUCTION_TOT";"SEGMENT 12 SUCTION TIMEOUT  Warning";"Meaning: Vacuum Timeout trying suck IP at IP-stage Segment 12 (lifting cylinder). <newline/>Reason 1: Lifting cylinder bad mounted.<newline/>Cure: Replace Lifting cylinder.<newline/>Reason 2: Silicone sucker of lifting cylinder damaged or polluted.<newline/>Cure: Replace Silicone sucker.<newline/>Reason 3: Tube between magnet valve plate and lifting cylinder damaged or bad mounted.<newline/>Cure: Replace tube.<newline/>Reason 4: Rubber seal between magnet valve plate and IP-stage  damaged.<newline/>Cure: Replace Rubber seal.<newline/>Reason 5: Belt of IP-Transport unit is too slack.<newline/>Cure: Replace the appropriate service part.<newline/>Reason 6: IP is polluted on the reverse.<newline/>Cure: Cleaning.<newline/>Reason 7: IP is twisted.<newline/>Cure: Replace IP."
"3612";"VF_STAGE_VAC_LEVEL_TOO_LOW";"STAGE VAC DECREASED BELOW LIMIT  Warning";"STAGE VAC DECREASED BELOW LIMIT, no vacuum at the stage segments"
"3613";"VF_VAC_SENSOR_OUT_OF_TOL";"Analog Vacuum Sensor value  low or high out of tolerance  Warning";"Reason:  Analog Vacuum Sensor value low or high out of tolerance"
"3614";"VF_UNEXPECTED_CMD_OR_PAR";"Warning: Wrong Parameter in command or unexpected command";""
"3615";"VF_UNEXPECTED_FORMAT_PAR";"Warning: Wrong Parameter for format in command";""
"3700";"AC_SMARTSWITCH_WARN_DIAG_CH_PAR_NOT_VALID";"Warning: Accessed Diagnostic Channel Parameter is not valid at AirControl Smartswich";""
"3701";"AC_SMARTSWITCH_WARN_DETECTED_DIAG_STATE_NOT_VALID";"Warning: Accessed Diagnostic StateParameter is not valid at AirControl Smartswitch";""
"3702";"AC_SMARTSWITCH_WARN_DIAG_TO_OUT_STATE_CONFLICT";"Warning: Diagnostic State and the output switch state have conflicting combination. Possibility of wrong transmitted data.";""
"3703";"AC_SMARTSWITCH_WARN_DIAG_STATE_NO_ERR_DETECTABLE";"Warning: Diagnostic State at AirControl Smartswitch gives no error detectable as the output switch state blocks this measurement ";""
"4000";"FC_REC_HOME_LEFT_CMD";"FlightControl: Homepos of left drive failed(Cmd).";"Meaning:  FlightControl Module: Issue command Homepos of left drive failed. <newline/>Action: Recover calibration positions.<newline/>Cure: Reset once, then replace ScanheadController board."
"4001";"FC_REC_HOME_RIGHT_CMD";"FlightControl: Homepos of right drive failed(Cmd).";"Meaning:  FlightControl Module: Issue command Homepos of right drive failed. <newline/>Action: Recover calibration positions.<newline/>Cure: Reset once, then replace ScanheadController board."
"4002";"FC_REC_HOME_LEFT_TIO";"FlightControl: Homepos of left drive failed(Timeout).";"Meaning:  FlightControl Module: Timeout while Homepos of left drive. <newline/>Action: Recover calibration positions.<newline/>Reason: 1) mechanical problem. 2) electrical problem (motor doesn't turn)<newline/>Cure: 1) Check/repair mechanics. 2) Check/replace electronics(SCC-board, cable to left home light barrier, left light barrier) ScanheadController board."
"4003";"FC_REC_HOME_RIGHT_TIO";"FlightControl: Homepos of right drive failedTimeout).";"Meaning:  FlightControl Module: Timeout while Homepos of right drive. <newline/>Action: Recover calibration positions.<newline/>Reason: 1) mechanical problem. 2) electrical problem (motor doesn't turn)<newline/>Cure: 1) Check/repair mechanics. 2) Check/replace electronics(SCC-board, cable to right home light barrier, right light barrier) ScanheadController board."
"4004";"FC_REC_POS_LEFT_CMD";"FlightControl: Steppos of left drive failed(Cmd).";"Meaning:  FlightControl Module: Issue command Abspos of left drive failed. <newline/>Action: Recover calibration positions.<newline/>Cure: Reset once, then replace ScanheadController board."
"4005";"FC_REC_POS_RIGHT_CMD";"FlightControl: Steppos of right drive failed(Cmd).";"Meaning:  FlightControl Module: Issue command Abspos of right drive failed. <newline/>Action: Recover calibration positions.<newline/>Cure: Reset once, then replace ScanheadController board."
"4006";"FC_REC_POS_LEFT_TIO";"FlightControl: Steppos of left drive failed(Timeout).";"Meaning:  FlightControl Module: Timeout while Steppos of left drive. <newline/>Action: Recover calibration positions.<newline/>Reason:  electrical problem .<newline/>Cure: Reset once, then replace ScanheadController board."
"4007";"FC_REC_POS_RIGHT_TIO";"FlightControl: Steppos of right drive failed(Timeout).";"Meaning:  FlightControl Module: Timeout while Steppos of right drive. <newline/>Action: Recover calibration positions.<newline/>Reason:  electrical problem .<newline/>Cure: Reset once, then replace ScanheadController board."
"4008";"FC_SAVE_ERR_SHELABEL";"FlightControl: Error saving Errorcode to Scanhead E-Label.";"Meaning:  FlightControl Module: Error occurred while saving Errorcode to Scanhead E-Label.<newline/>Value is not stored because of any Hardware problem <newline/>Cure:  1) Check/Replace ScanheadController Board, Scanhead ELabel and cable."
"4009";"FC_NEW_ICNENVELOPE";"Flight Control: Creation of Infocounter Envelope failed.";"Meaning: Too less memory for memory manager to create Infocounter Envelope .<newline/>Meaning:  <newline/>Cure:    <newline/>"
"20000";"LOGMESSAGE_DISCARDED";"logmessage(s) discarded";"Logmessage(s) discarded"
"20001";"IPD_IPCTRL_WRONGTERMINATOR_0";"import IPCtrl";"unexpected section terminator appeared after IPCtrl 'version' attribute."
"20002";"IPD_IPCTRL_WRONGTERMINATOR_1";"import IPCtrl";"unexpected section terminator appeared after IPCtrl 'sensitivity' (formerly known as speedclass) attribute."
"20003";"IPD_IPCTRL_WRONGTERMINATOR_2";"import IPCtrl";"unexpected section terminator appeared after IPCtrl 'exposure dose' attribute."
"20004";"IPD_IPCTRL_WRONGTERMINATOR_3";"import IPCtrl";"unexpected section terminator appeared after IPCtrl 'operation code' attribute."
"20005";"IPD_IPCTRL_WRONGTERMINATOR_4";"import IPCtrl";"expected section terminator is missing after IPCtrl 'checksum' attribute"
"20006";"IPD_IPCTRL_CORRUPTEDSTREAM_0";"import IPCtrl";"input stream is corrupted, cannot read attribute 'version' in section IPCtrl - either a non-numeric character or the attribute length has been exceeded."
"20007";"IPD_IPCTRL_CORRUPTEDSTREAM_1";"import IPCtrl";"input stream is corrupted, cannot read attribute 'sensitivity' (formerly known as speedclass) in section IPCtrl - either a non-numeric character or the attribute length has been exceeded."
"20008";"IPD_IPCTRL_CORRUPTEDSTREAM_2";"import IPCtrl";"input stream is corrupted, cannot read attribute 'exposure dose' in section IPCtrl - either a non-numeric character or the attribute length has been exceeded."
"20009";"IPD_IPCTRL_CORRUPTEDSTREAM_3";"import IPCtrl";"input stream is corrupted, cannot read attribute 'operation code' in section IPCtrl - either a non-numeric character or the attribute length has been exceeded."
"20010";"IPD_IPCTRL_CORRUPTEDSTREAM_4";"import IPCtrl";"input stream is corrupted, cannot read attribute 'checksum' in section IPCtrl - either a non-numeric character or the attribute length has been exceeded."
"20011";"IPD_IPCTRL_CHECKSUMERROR";"import IPCtrl";"The checksum of this IPCtrl section is not valid."
"20012";"IPD_IPINFO_WRONGTERMINATOR_0";"import IPInfo";"unexpected section terminator appeared after IPInfo 'version' attribute"
"20013";"IPD_IPINFO_WRONGTERMINATOR_1";"import IPInfo";"unexpected section terminator appeared after IPInfo 'IPIDNumber' attribute"
"20014";"IPD_IPINFO_WRONGTERMINATOR_2";"import IPInfo";"unexpected section terminator appeared after IPInfo 'InitDate' attribute"
"20015";"IPD_IPINFO_WRONGTERMINATOR_3";"import IPInfo";"unexpected section terminator appeared after IPInfo 'IPSize' attribute"
"20016";"IPD_IPINFO_WRONGTERMINATOR_4";"import IPInfo";"unexpected section terminator appeared after IPInfo 'ScanSize' attribute"
"20017";"IPD_IPINFO_WRONGTERMINATOR_5";"import IPInfo";"unexpected section terminator appeared after IPInfo 'IPType' attribute"
"20018";"IPD_IPINFO_WRONGTERMINATOR_6";"import IPInfo";"unexpected section terminator appeared after IPInfo 'IPSensitivity' attribute"
"20019";"IPD_IPINFO_WRONGTERMINATOR_7";"import IPInfo";"unexpected section terminator appeared after IPInfo 'IPErasability' attribute"
"20020";"IPD_IPINFO_WRONGTERMINATOR_8";"import IPInfo";"unexpected section terminator appeared after IPInfo 'checksum' attribute"
"20021";"IPD_IPINFO_CORRUPTEDSTREAM_0";"import IPInfo";"input stream is corruptedd, cannot read attribute 'version' in section IPInfo - either a non-numeric character or the attribute length has been exceeded."
"20022";"IPD_IPINFO_CORRUPTEDSTREAM_1";"import IPInfo";"input stream is corruptedd, cannot read attribute 'IPIDNumber' in section IPInfo - either an invalid character or the attribute length has been exceeded."
"20023";"IPD_IPINFO_CORRUPTEDSTREAM_2";"import IPInfo";"input stream is corruptedd, cannot read attribute InitDate' in section IPInfo - either an invalid character or the attribute length has been exceeded."
"20024";"IPD_IPINFO_CORRUPTEDSTREAM_3";"import IPInfo";"input stream is corruptedd, cannot read attribute 'IPSize' in section IPInfo - either a non-numeric character or the attribute length has been exceeded."
"20025";"IPD_IPINFO_CORRUPTEDSTREAM_4";"import IPInfo";"input stream is corruptedd, cannot read attribute 'ScanSize' in section IPInfo - either a non-numeric character or the attribute length has been exceeded."
"20026";"IPD_IPINFO_CORRUPTEDSTREAM_5";"import IPInfo";"input stream is corruptedd, cannot read attribute IPType' in section IPInfo - either a non-numeric character or the attribute length has been exceeded."
"20027";"IPD_IPINFO_CORRUPTEDSTREAM_6";"import IPInfo";"input stream is corruptedd, cannot read attribute 'IPSensitivity' in section IPInfo - either a non-numeric character or the attribute length has been exceeded."
"20028";"IPD_IPINFO_CORRUPTEDSTREAM_7";"import IPInfo";"input stream is corruptedd, cannot read attribute 'IPErasability' in section IPInfo - either a non-numeric character or the attribute length has been exceeded."
"20029";"IPD_IPINFO_CORRUPTEDSTREAM_8";"import IPInfo";"input stream is corruptedd, cannot read attribute 'checksum' in section IPInfo - either a non-numeric character or the attribute length has been exceeded."
"20030";"IPD_IPINFO_CHECKSUMERROR";"import IPInfo";"The checksum of this IPInfo section is not valid."
"20031";"IPD_IPPSDATA_WRONGTERMINATOR_0";"import IPPSData";"unexpected section terminator appeared in IPPSData 'version' attribute"
"20032";"IPD_IPPSDATA_WRONGTERMINATOR_1";"import IPPSData";"unexpected section terminator appeared in IPPSData 'MPPSInstanceUID' attribute"
"20033";"IPD_IPPSDATA_WRONGTERMINATOR_2";"import IPPSData";"unexpected section terminator appeared in IPPSData 'SOPInstanceUID' attribute"
"20034";"IPD_IPPSDATA_WRONGTERMINATOR_3";"import IPPSData";"expected section terminator is missing after IPIPPSData 'checksum' attribute"
"20035";"IPD_IPPSDATA_CORRUPTEDSTREAM_0";"import IPPSData";"input stream is corruptedd, cannot read attribute 'version' in section IPPSData - either a non-numeric character or the attribute length has been exceeded."
"20036";"IPD_IPPSDATA_CORRUPTEDSTREAM_1";"import IPPSData";"input stream is corruptedd, cannot read attribute MPPSInstanceUID'' in section IPPSData - the attribute length might have been exceeded."
"20037";"IPD_IPPSDATA_CORRUPTEDSTREAM_2";"import IPPSData";"input stream is corruptedd, cannot read attribute 'SOPInstanceUID' in section IPPSData - the attribute length might have been exceeded."
"20038";"IPD_IPPSDATA_CORRUPTEDSTREAM_3";"import IPPSData";"input stream is corruptedd, cannot read attribute 'checksum' in section IPPSData - either a non-numeric character or the attribute length has been exceeded."
"20039";"IPD_IPPSDATA_CHECKSUMERROR";"import IPPSData";"The checksum of this IPPSData section is not valid."
"20040";"IPD_IPSTATUS_WRONGTERMINATOR_0";"import IPStatus";"unexpected section terminator appeared in IPStatus version'' attribute"
"20041";"IPD_IPSTATUS_WRONGTERMINATOR_1";"import IPStatus";"unexpected section terminator appeared in IPStatus 'IPstatus' attribute"
"20042";"IPD_IPSTATUS_WRONGTERMINATOR_2";"import IPStatus";"unexpected section terminator appeared in IPStatus 'IPCycles' attribute"
"20043";"IPD_IPSTATUS_WRONGTERMINATOR_3";"import IPStatus";"unexpected section terminator appeared in IPStatus 'BendDetections' attribute"
"20044";"IPD_IPSTATUS_WRONGTERMINATOR_4";"import IPStatus";"expected section terminator is missing after IPStatus 'checksum' attribute"
"20045";"IPD_IPSTATUS_CORRUPTEDSTREAM_0";"import IPStatus";"input stream is corruptedd, cannot read attribute 'version' in section IPStatus - either a non-numeric character or the attribute length has been exceeded."
"20046";"IPD_IPSTATUS_CORRUPTEDSTREAM_1";"import IPStatus";"input stream is corruptedd, cannot read attribute 'IPStatus' in section IPStatus - either a non-numeric character or the attribute length has been exceeded."
"20047";"IPD_IPSTATUS_CORRUPTEDSTREAM_2";"import IPStatus";"input stream is corruptedd, cannot read attribute 'IPCycles' in section IPStatus - either a non-numeric character or the attribute length has been exceeded."
"20048";"IPD_IPSTATUS_CORRUPTEDSTREAM_3";"import IPStatus";"input stream is corruptedd, cannot read attribute 'BendDetections' in section IPStatus - either a non-numeric character or the attribute length has been exceeded."
"20049";"IPD_IPSTATUS_CORRUPTEDSTREAM_4";"import IPStatus";"input stream is corruptedd, cannot read attribute 'checksum' in section IPStatus - either a non-numeric character or the attribute length has been exceeded."
"20050";"IPD_IPSTATUS_CHECKSUMERROR";"import IPStatus";"The checksum of this IPStatus section is not valid."
"20051";"IPD_SEMANTICS_IPINFO_VERSION";"IPInfo version OOR";"The value of the IPInfo version is not defined!"
"20052";"IPD_SEMANTICS_IPINFO_IPSIZE";"IPSize OOR";"The code for IPSize is not valid."
"20053";"IPD_SEMANTICS_IPINFO_SCANSIZE";"ScanSize OOR";"The code for ScanSize is not valid."
"20054";"IPD_SEMANTICS_IPINFO_IPTYPE";"IPType OOR";"The code for IPType is not valid."
"20055";"IPD_SEMANTICS_IPSTATUS_VERSION";"IPStatus version OOR";"The value of the IPStatus version is not defined!"
"20056";"IPD_SEMANTICS_IPSTATUS_IPSTATUS";"IPStatus OOR";"The value of the IPStatus status is not defined!"
"20057";"IPD_SEMANTICS_IPCTRL_VERSION";"IPCtrl version OOR";"unexpected section terminator appeared after IPCtrl version attribute."
"20058";"IPD_SEMANTICS_IPCTRL_SPEEDCLASS";"Speedclass OOR";"speedclass value is not specified in the data flow specifications for the given version of IPCtrl."
"20059";"IPD_SEMANTICS_IPCTRL_OPCODE";"OpCode OOR";"opcode value is not specified in the data flow specifications for the given version of IPCtrl."
"20060";"IPD_SEMANTICS_IPPSDATA_VERSION";"IPPSData version OOR";"The value of the IPPSData version is not defined!"
"20061";"IPD_IPINFO_WRONGTERMINATOR_9";"import IPInfo";"unexpected section terminator appeared after IPInfo 'IPThickness' attribute"
"20062";"IPD_IPINFO_CORRUPTEDSTREAM_9";"import IPInfo";"input stream is corruptedd, cannot read attribute 'IPThickness' in section IPInfo - either a non-numeric character or the attribute length has been exceeded."
"20063";"IPD_IPPSDATA_WRONGTERMINATOR_4";"import IPPSData";"unexpected section terminator appeared after IPPSData 'ProcessingStation' attribute."
"20064";"IPD_IPPSDATA_CORRUPTEDSTREAM_4";"import IPPSData";"input stream is corrupted, cannot read attribute 'ProcessingStation' in section IPPSData."
"20065";"IPD_SEMANTICS_IPINFO_THICKNESS";"IPThickness OOR";"IPThickness is beyond our capabilities, valid values are 0 (unknown thickness),  thickness in [800, 2200] (meaning that the IPThickness must be within the range from 800µm to 2200µm)."
"20066";"PO_FCHINIT";"CAN init";"PostOffice was not able to initialize the CAN fast channels."
"20067";"PO_DELIVER_RECEIVERSINCONSISTENT";"receiver inconsistent";"Receiver is specified inconsitently: Value in Envelope differs from parameter given."
