"ErrorCode";"Identifier";"Meaning";"Reason";"Cure"
"'24CA3";"E_COB_IFC_DOCALIB_NULLPTR";"Expected the format of the cassette to be used for calibration - and received a NULL pointer ";"NULL pointer passed instead of cassette format";"solve software bug"
"'24CA4";"E_COB_IFC_DOCALIB_EMPTYFORMAT";"Expected the format of the cassette to be used for calibration - and received an empty string ";"empty string passed instead of cassette format";"sove software bug"
"'24CA5";"E_COB_IFC_DOCALIB_MMSALLOC";"cannot allocate a small control block to store the cassette format for calibration ";"mms_alloc() failed";"Provide more resources"
"'24CA6";"E_COB_IFC_CCTC_FORMATNULLPTR";"Expected the format of the cassette to be used for calibration - and received a NULL pointer ";"NULL pointer passed instead of cassette format";"solve software bug"
"'24CA7";"E_COB_IFC_CCTC_FORMATEMPTYSTRING";"Expected the format of the cassette to be used for calibration - and received an empty string ";"empty string passed instead of cassette format";"sove software bug"
"'24CA8";"E_COB_IFC_CCTC_PATNAMENULLPTR";"Expected the patient name of the cassette to be used for calibration - and received a NULL pointer ";"NULL pointer passed instead of the patient name";"solve software bug"
"'24CA9";"E_COB_IFC_CCTC_PATNAMEEMPTYSTRING";"Expected the format of the cassette to be used for calibration - and received an empty string ";"empty string passed instead of cassette format";"sove software bug"
"'24CAA";"E_COB_IFC_CCTC_MMSALLOC";"cannot allocate a small control block to store the cassette format for calibration ";"mms_alloc() failed";"Provide more resources"
"'24CAB";"E_COB_DTA_SCI_FIPGETNAMES";"unable to retrieve the list of calibration formats for the specified cassette format ";"cannot call fip method";"see fip error for details"
"'24CAC";"E_COB_DTA_SCI_FIPNOTATTACHED";"FIP component not attached - must be some R&D configuration Please ensure that all software components are installed correctly. If you think they are, please check the harddisk, the installation media (floppies, CDROM - if available, ...) ";"Component is not attached";"This is no configuration that can be used by the customer."
"'24CAD";"E_COB_IFC_NOTSTARTED";"Not really an error at this stage. ";"COB component has not started yet";"Wait until all components have started up."
"'24CAE";"E_COB_IFC_RPTOPENNULLPTR";"Invalid parameter - programming error ";"NULL pointer passed as identity";"Solve software bug!"
"'24CAF";"E_COB_IFC_RPTOPENTOOLONG";"The identity string is too long to be handled properly. A maximum of 48 characters is admitted, 16 characters are recommended. The actual length is the value logged with this code. ";"Identity string is too long in method cob_report_open()";"Resolve software bug!"
"'24CB0";"E_COB_IFC_RPTCLOSENULLPTR";"Invalid parameter - programming error ";"NULL pointer passed as identity";"Solve software bug!"
"'24CB1";"E_COB_IFC_RPTCLOSETOOLONG";"The identity string is too long to be handled properly. A maximum of 48 characters is admitted, 16 characters are recommended. The actual length is the value logged with this code. ";"Identity string is too long in method cob_report_close()";"Resolve software bug!"
"'24CB2";"E_COB_IFC_RPTWRITENULLPTR";"Invalid parameter - programming error ";"NULL pointer passed as identity";"Solve software bug!"
"'24CB3";"E_COB_IFC_RPTWRITETOOLONG";"The identity string is too long to be handled properly. A maximum of 164 characters is admitted. The actual length is the value logged with this code. ";"Identity string is too long in method cob_report_close()";"Resolve software bug!"
"'24CB4";"E_COB_START_LOADMAI";"the MAI component is corrupted or not existing at all - or we run short with resources. enough resources are available. ";"loading the mailer software failed";"ensure that the release is completely installed and that"
"'24CB5";"E_COB_START_STARTMAI";"MAI starter returned with error ";"cannot start MAI component";"ensure that enough memory is available."
"'24CB6";"E_COB_START_LOADALT";"the ALT component is corrupted or not existing at all - or we run short with resources. enough resources are available. ";"loading the alert trigger software failed";"ensure that the release is completely installed and that"
"'24CB7";"E_COB_START_STARTALT";"ALT starter returned with error ";"cannot start ALT component";"ensure that enough memory is available."
"'24CB8";"E_COB_IFC_CHGMSERVER";"parameter out of range ";"Mailserver's IP address invalid";"check parameter"
"'24CB9";"E_COB_USRCMD_EN_ALERTS";"Cannot enable/disable alert system. ";"alt_enable_alerts() failed";"Check configuration"
"'24CBA";"E_COB_USRCMD_SPECMAILSERVER";"Cannot set a new mailserver for the alert system. ";"alt_set_mailserver() failed";"Check configuration"
"'24CBB";"E_COB_USRCMD_RECFGALT";"Cannot reconfigure alert system. ";"alt_reconfigure() failed";"Check configuration"
"'24CBC";"E_COB_USRCMD_SETLAS";"Cannot switch laser mode ";"scn_call_function() failed";"Check previous error."
"'24CBD";"E_COB_IFC_SETLASPOWSECT_NULLPTR";"Should set the laser power section and received a NULL pointer ... ";"NULL pointer passedas parameter";"Software bug."
"'24CBE";"E_COB_IFC_SETLASPOWSECT_MMSALLOC";"Cannot pass laser power section to COB ";"mms_alloc () failed";"Check resources"
"'24CBF";"E_COB_IFC_DOCALIBIPC_NULLPTR";"Expected the format of the cassette to be used for IPC calibration - and received a NULL pointer ";"NULL pointer passed instead of cassette format";"solve software bug"
"'24CC0";"E_COB_IFC_DOCALIBIPC_EMPTYFORMAT";"Expected the format of the cassette to be used for IPC calibration - and received an empty string ";"empty string passed instead of cassette format";"sove software bug"
"'24CC1";"E_COB_IFC_DOCALIBIPC_MMSALLOC";"cannot allocate a small control block to store the cassette format for IPC calibration ";"mms_alloc() failed";"Provide more resources"
"'24CC2";"E_COB_START_LOADDID";"the DID component is corrupted or not existing at all - or we run short with resources. enough resources are available. ";"loading the direct ID software failed";"ensure that the release is completely installed and that"
"'24CC3";"E_COB_START_STARTDID";"DID starter returned with error ";"cannot start DID component";"ensure that enough memory is available."
"'24CC4";"E_COB_IFC_DE_NULLERROR";"0x00 is defined as ok, not as an error condition ";"error code to set is 0x00";"Remove software bug in calling entity"
"'24CC5";"E_COB_CPF_LIMITVIOLATION";"CPF-File out of limit/corrupt: too many (more than 40) entries in the CPF file (digitizers or id-stations) ";"too many entries in the CPF file";"Reinstall a valid CPF-File. (In case of an underlying bug within CPF-generating software: debug this.)"
"'24CC6";"E_COB_DSK_CANNOTMOUNT";"lib_mount_volume failed, a USB stick or a floppy cannot be mounted. USB stick: not USB 1.1 compliant, too big ";"cannot mount volume";"Floppy: floppy defective, format not supported"
"'24CC7";"E_COB_IFC_SETADJ_MMSALLOC";"probably out of resources ";"cannot allocation MMS block";"no cure - this is a SW bug."
"'24CC8";"E_COB_DTA_GETADJSECT_NULL";"NULL passed instead of a buffer ";"programming error";"no cure - this is a SW bug."
"'24D00";"E_MAI_IFC_SENDERINVALID";"The sender is either a NULL pointer or longer than 63 chars. ";"Parameter out of limits";"Correct call."
"'24D01";"E_MAI_IFC_RECEIVERINVALID";"The receiver is either a NULL pointer or longer than 63 chars. ";"Parameter out of limits";"Correct call."
"'24D02";"E_MAI_IFC_SUBJECTINVALID";"The subject is either a NULL pointer or longer than 63 chars. ";"Parameter out of limits";"Correct call."
"'24D03";"E_MAI_IFC_MAILBODYINVALID";"The mailbody is either a NULL pointer or longer than 63 chars. ";"Parameter out of limits";"Correct call."
"'24D04";"E_MAI_IFC_NUMATTACHINVALID";"The number of attachments is greater than 5 or less than 0. ";"Parameter out of limits";"Correct call."
"'24D05";"E_MAI_IFC_MAILADDROOR1";"One of the bytes of the mailserver's address is out of range. ";"Parameter out of limits";"Check mailserver address in the caller."
"'24D06";"E_MAI_IFC_MAILADDRINVALID0";"The mailserver's address is either a NULL pointer or longer than 15 chars. ";"Parameter out of limits";"Check mailserver address in the caller."
"'24D07";"E_MAI_IFC_MAILADDROOR2";"The number of dots of the mailserver's address is not 3. ";"Parameter out of limits";"Check mailserver address in the caller."
"'24D08";"E_MAI_IFC_MAILADDROOR3";"One of the bytes of the mailserver's address is out of range. ";"Parameter out of limits";"Check mailserver address in the caller."
"'24D09";"E_MAI_IFC_SENDMMSALLOCHEAD";"Cannot allocate MMS Header block ";"mms_alloc failed.";"Check resources (number of MMS header blocks for MAI task!"
"'24D0A";"E_MAI_IFC_SENDMMSALLOCCTL";"Cannot allocate MMS control block ";"mms_alloc failed.";"Check resources (number of MMS control blocks for MAI task!"
"'24D0B";"E_MAI_IFC_SENDMMSQPOST";"Unknown ";"mms_qpost failed.";"Check resources (number of MMS blocks for MAI task!"
"'24D0C";"E_MAI_IFC_ATTACHSHARE";"Cannot share mem with MAI component ";"share failed";"Check resources!"
"'24D0D";"E_MAI_IFC_NOTSTARTED";"Probably, the mail task has not started yet - wait until the end of the startup. ";"Version number between interface and mail task is not identical";"No cure."
"'24D0E";"E_MAI_IFC_ATTACHMENTINVALID1";"One of the attachment references is NULL or larger than 128 chars. ";"Parameter out of limits";"Check attachment reference in the caller."
"'24D0F";"E_MAI_IFC_ATTACHMENTINVALID2";"Both pathseparators have been seen within one file reference. ";"Parameter out of limits";"Check attachment reference in the caller."
"'24D10";"E_MAI_START_CONFIG";"Cannot configure mai component ";"configure() failed";"See underlying error for details"
"'24D11";"E_MAI_START_MMSOPEN";"Cannot open mms component ";"mms_open failed";"See underlying error for details"
"'24D12";"E_MAI_START_GETQID";"Cannot get a Queue ID ";"sm_queueid failed";"See underlying error for details"
"'24D13";"E_MAI_START_QCREATE";"Cannot create mms queue ";"mms_qecreate failed";"See underlying error for details"
"'24D14";"E_MAI_START_ALLOCSHARED";"Cannotshare memory with interface library ";"sm_share failed";"See underlying error for details"
"'24D15";"E_MAI_START_TASKID";"Cannot get a task ID ";"sm_taskid failed";"See underlying error for details"
"'24D16";"E_MAI_START_TASKCREATE";"Cannot open mms component ";"lib_taskcreate failed";"See underlying error for details"
"'24D17";"E_MAI_CFG_LOADDEFAULTS";"Software error ";"cannot load nvf defaults";"No cure."
"'24D18";"E_MAI_CFG_OVERWRITEDEFAULTS";"Faulty software ";"cannot overload defaults with values from NVFs";"No cure"
"'24D19";"E_MAI_SPOOL_NOTADIR";"either the directory, or one of the names in the hierachy is not a directory. ";"Cannot create the spool directory";"correct in the filesystem or change the name of the spool directory in the NVF."
"'24D1A";"E_MAI_SPOOL_NOSUCHDRIVE";"There is no such drive in the system. ";"Cannot create the spool directory";"Correct the spool directory path in the NVF."
"'24D1B";"E_MAI_SPOOL_OUTOFMEM";"Out of memory ";"Cannot create the spool directory";"Check resources."
"'24D1C";"E_MAI_START_CREATESPOOLDIR";"See error code below ";"Cannot create the spool directory";"See error code below"
"'24D1D";"E_MAI_SPOOL_FOPEN1";"Opening a file to write the mail contents into failed ";"Cannot write into spool directory";"See error code below"
"'24D1E";"E_MAI_SPOOL_FOPEN2";"Opening the lockfile for writing failed ";"Cannot write into spool directory";"See error code below"
"'24D1F";"E_MAI_SPOOL_UPDATELCK_FOPEN";"Opening the lockfile for writing failed ";"Cannot write into spool directory";"See error code below"
"'24D20";"E_MAI_SPOOL_MMSALLOCIMG";"Cannot alloc buffer for mail contents ";"mms_alloc () failed";"See error code below"
"'24D21";"E_MAI_IFC_MAILADDRINVALID1";"An invalid character has been encountered in the mailserver's address. ";"Parameter out of limits";"Check mailserver address in the caller."
"'24E00";"E_ALT_CFG_LOADDEFAULTS";"cannot contact NVF ";"nvf_copy_virgin() failed";"See NVF error in the logfile."
"'24E01";"E_ALT_CFG_OVERWRITEDEFAULTS";"Cannot overwrite defaults with NVF contents ";"nvf_read_values() failed";"See NVF error in the logfile"
"'24E02";"E_ALT_LDETBL_MALLOC0";"Cannot malloc space for the event table ";"malloc() failed";"Check resources"
"'24E03";"E_ALT_LDETBL_MALLOC1";"Cabot allocate space for the timestamps of one particular event. ";"malloc() failed";"Check alert configuration file and resources."
"'24E04";"E_ALT_TASK_QPEND";"";"mms_qpend failed ";""
"'24E05";"E_ALT_START_CONFIG";"";"";""
"'24E06";"E_ALT_START_MMSOPEN";"";"";""
"'24E07";"E_ALT_START_GETQID";"";"";""
"'24E08";"E_ALT_START_QCREATE";"";"";""
"'24E09";"E_ALT_START_ALLOCSHARED";"";"";""
"'24E0A";"E_ALT_START_TASKID";"";"";""
"'24E0B";"E_ALT_START_TASKCREATE";"";"";""
"'24E0C";"E_ALT_IFC_SMSHARE";"";"";""
"'24E0D";"E_ALT_IFC_OLDCOMPONENT";"if the code leading to this code is 0, the ALT component has not been started yet and this error can be neclected. code appears as the first code within a complete chain of errors, an inconsistent software has been installed at the device. Please redo the installation. ";"Component version mismatch";"Rely on retry strategies of the user of ALT. If this"
"'24E0E";"E_ALT_IFC_PROCESS_ALLOCHEAD";"";"";""
"'24E0F";"E_ALT_IFC_PROCESS_ALLOCCTLS";"";"";""
"'24E10";"E_ALT_IFC_PROCESS_QPOST";"";"";""
"'24E11";"E_ALT_CMD_ENABLE_NVFWRITE";"Cannot enable/disable the ALT component permanently. ";"nvf_write_values() failed";"See NVF error."
"'24E12";"E_ALT_CMD_SETMSERVER_NVFWRITE";"Cannot set the mailserver in the ALT component permanently. ";"nvf_write_values() failed";"See NVF error."
"'24E13";"E_ALT_IFC_MALFORMEDIPADDR";"This is no ip address in dot-notation ";"mailserver's ip address is not correctly specified";"Check parameter and retry!"
"'24F00";"E_TIM_START_MMSOPEN";"Cannot open MMS system - probably out of resources ";"mms_open() failed";"Check resources!"
"'24F01";"E_TIM_START_SMQID";"Cannot get a queue ID for the TIM input queue ";"sm_queueid() failed";"See error below."
"'24F02";"E_TIM_START_MMSQCREATE";"Cannot create the TIM input queue ";"mms_qecreate() failed";"See error below."
"'24F03";"E_TIM_START_SMTASKID";"Cannot get me a task ID ";"sm_taskid() failed";"See error below."
"'24F04";"E_TIM_START_TASKCREATE";"Cannot create the TIM task ";"lib_taskcreate() failed";"See error below."
